imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0313300,The Blue Butterfly,movie,2004,26-Aug-04,97,"Adventure, Drama",Léa Pool,Pete McCormack,"Marc Donato, William Hurt, Pascale Bussières","A dramatic adventure about courage, redemption and love being filmed in the rain forests of Costa Rica, and in Montreal.","English, Spanish, French","Canada, United States, United Kingdom","1,643",6.2
tt0315327,Bruce Almighty,movie,2003,23-May-03,101,"Comedy, Fantasy",Tom Shadyac,"Steve Koren, Mark O'Keefe, Steve Oedekerk","Jim Carrey, Jennifer Aniston, Morgan Freeman",A whiny news reporter is given the chance to step into God's shoes.,"English, Spanish",United States,"4,43,597",6.8
tt0316763,Thunderstruck,movie,2004,20-May-04,98,"Comedy, Drama, Music",Darren Ashton,"Shaun Angus Hall, Darren Ashton","Damon Gameau, Stephen Curry, Ryan Johnson","After a near death experience, five Boys, all devoted AC/DC fans, make a pact to bury their best friend next to the grave of Bon Scott. 12 years later, having gone their different ways, they come together to fulfill the promise.",English,Australia,978,6.2
tt0319122,Bumping Heads,movie,2002,25-Jul-03,22,"Drama, Romance, Short",Brian Sloan,Brian Sloan,"Craig Chester, Andersen Gabrych, Nora Burns","Craig wants to be boyfriends, Gary wants to be ""just friends.""",English,United States,124,5.2
tt0321358,Back to Bonanza,movie,1993,28-Nov-93,48,Western,Michael Mahler,"Michael Mahler, Harry Werksman","Dan Blocker, Dirk Blocker, Lorne Greene","A look back at the television show ""Bonanza.""",English,United States,26,8.1
tt0322189,Bonus,movie,2001,30-Nov-01,85,Comedy,Nikos Zapatinas,Nikos Zapatinas,"Petros Filippidis, Evelina Papoulia, Maria Martika","Pantelis is a middle-aged refuse clerk at the municipality. The time of retirement has now arrived. His wife is anxious to collect the 30,000 euros retirement bonus of Pantelis.",Greek,Greece,820,6.3
tt0323754,RFK,movie,2002,25-Aug-02,94,"Drama, History",Robert Dornhelm,Hank Steinberg,"Linus Roache, James Cromwell, David Paymer","Following the death of his brother John, Robert Kennedy is forced to rise to the challenge of leading his country and carrying on his brother's vision of what America could be.",English,United States,442,6.3
tt0324295,Toter Winkel,movie,1960,03-May-60,76,Drama,Wolfgang Luderer,Kurt Bortfeldt,"Helga Raumer, Kurt Conradi, Dom de Beern","Elfriede Watt lives on a remote farm with the children. Sergeant Rost has sent forced laborers to support her, and Elfriede already sensed that Rost was not just about helping her with the farm.",German,East Germany,7,9.2
tt0327682,Imberaturiyyat Mim,movie,1972,06-Nov-72,113,"Comedy, Drama, Romance",Hussein Kamal,"Kawthar Haykal, Nagib Mahfooz, Ihsan Abdel Quddous","Faten Hamamah, Ahmad Mazhar, Dawlat Abiad","Well off widow working Mother ""Mona"" is struggling raising 6 kids at different ages ranging from elementary school to University graduating students. The day she thinks to bring a new husband home proves to be a very difficult task.",Arabic,Egypt,693,7
tt0328290,The Project,movie,2002,10-Nov-02,220,Drama,Peter Kosminsky,Leigh Jackson,"Matthew Macfadyen, Naomie Harris, Paloma Baeza","In 1992, a group of Labour activists, Paul, Maggie and Irène, are dismayed by yet another Labour defeat to a Conservative Government. They each wish to support Labour in different ways. Irène works for the BBC, Paul applies for a ...",English,"United Kingdom, France",163,7.1
tt0328538,Thirteen,movie,2003,19-Sep-03,100,Drama,Catherine Hardwicke,"Catherine Hardwicke, Nikki Reed","Evan Rachel Wood, Holly Hunter, Nikki Reed","A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend.","English, Spanish, Portuguese","United Kingdom, United States","1,00,895",6.8
tt0330312,Gakkô no kaidan G,movie,1998,27-Sep-98,71,Horror,"Kiyoshi Kurosawa, Tetsu Maeda, Takashi Shimizu","Naruho Amino, Hiroyuki Kakudo, Hiroshi Kogure","Medaka Ikeno, Aki Maeda, Masashi Muta","Features four short horror films, among those are ""Katasumi"" and ""4444444444"".",Japanese,Japan,356,6.9
tt0332489,Virus Man,movie,2001,01-Jan-01,12,"Short, Drama, Fantasy",José Pepe Bojórquez,"Jason Fischman, José María Ochoa","Cheryl Dent, Erin Carufel, Bill Crowley","Francis Crow is diagnosed with a deadly disease contracted from the woman he loves. Now dead. His only hope is a powerful experimental drug whose side-effect is a maddening dementia. In this alternate state, life, memory, dreams, and",English,United States,10,6.8
tt0333528,Jail Breakers,movie,2002,10-Oct-02,121,"Action, Comedy",Sang-Jin Kim,Jonathan Kim,"Sul Kyung-gu, Cha Seung-won, Song Yun-ah",Two inmates successfully escape their prison only to find out that they are among those who'll get early release for the Korean National Liberation day. Now they have to get back into the prison in time to avoid further mayhem.,Korean,South Korea,450,6.2
tt0336052,The Birthday,movie,2001,15-Sep-01,12,Short,Lucy Blakstad,Christian O'Reilly,"David Herlihy, Eileen Colgan, Aidan Kelly","A lady lives with her two grown up sons on an island which is only accessible by land when the tide is out. On her Birthday, one of her sons decides to take her to the mainland as a treat. Only problem is she's scared of water.",English,United Kingdom,23,6.4
tt0343506,Bun-Bun,movie,2003,23-Jul-03,16,Short,Katie Fleischer,Katie Fleischer,"Susan Blackwell, Nick Chinlund, Lola Daehler",All hell breaks loose when a little girl refuses to accept that the love of her life belongs to another. What's a parent to do?,English,United States,86,7
tt0345240,"Flicker Flashbacks No. 1, Series 5",movie,1947,24-Oct-47,9,"Comedy, Short","Richard Fleischer, D.W. Griffith, Thomas H. Ince",Richard Fleischer,"Knox Manning, Edith Haldeman, Ruth Hart","In this ""Flickers Flashback"" series of shorts (number one of the 1947-48 production season) Richard Fleischer chops up two silent films---both by editing and commentary---in the usual parody-burlesque fashion of this series aimed ...",English,United States,34,4.4
tt0348859,Paramount Victory Short No. T2-4: The Aldrich Family Gets in the Scrap,movie,1943,25-Mar-43,14,"Family, Short, War",Hugh Bennett,Val Burton,"Jimmy Lydon, Charles Smith, John Litel",The Aldrich family shows moviegoers the importance that scrap metal plays in the war effort.,English,United States,6,8.8
tt0349684,King of the Islands,movie,1936,22-Feb-36,17,"Comedy, Romance, Musical",Ralph Staub,Joe Traub,"Wini Shaw, Warren Hymer, Edward McWade","A shipwrecked sailor, originally from New York, is washed up on the shores of the tropical island of Wally-Wally. The natives of island welcome him with open arms. He immediately falls in love at first sight with who he learns is ...",English,United States,110,5.5
tt0358489,Fremragende timer,movie,2003,07-May-03,17,"Short, Drama","Jan Dalchow, Lars Daniel Krutzkoff Jacobsen","Jan Dalchow, Lars Daniel Krutzkoff Jacobsen","Tord Vandvik Haugen, Even Rasmussen, Toril Martinussen",True story of a 30 something man arrested for having sex with a young man under the age of consent. The younger man (resident of a group home) made the initial contact and claimed to be old enough to consent.,Norwegian,Norway,215,6.1
tt0360796,Min,movie,2003,15-Apr-03,80,Drama,Yuhang Ho,Yuhang Ho,"Inom Yon, Ahmad Hashim, Norkhiriah","A young teacher named Yasmin (""Min"") goes off in search of her birth mother.",Malay,Malaysia,15,6.7
tt0365546,The Native Who Caused All the Trouble,movie,1989,11-May-90,82,Drama,Manie van Rensburg,"Danny Keogh, Vanessa Cooke, Nicholas Haysom","John Kani, Vanessa Cooke, Graham Hopkins","True story of a man who believes God owns the earth and land cannot be owned by anyone, therefore he's at liberty to build his church on ground occupied by others.",English,South Africa,15,5.8
tt0365674,Rectuma,movie,2003,03-Dec-03,95,"Comedy, Horror",Mark Pirro,Mark Pirro,"Bill Devlin, Dani Leon, Jean Black",Waldo Williams is infected by a Mexican butt humping bull frog and soon his butt grows a mind of it's own as well as twenty feet in size and terrorizes Los Angeles. Now Waldo must prove his innocence by proving that his rectum is ...,English,United States,294,4.5
tt0366323,Cravan vs. Cravan,movie,2002,11-Oct-02,100,"Documentary, Biography, History",Isaki Lacuesta,Isaki Lacuesta,"Eduardo Arroyo, Maria Lluïsa Borràs, Enric Casasses","Resorting to both documentary and fiction, Isaki Lacuesta evokes, in his first feature film, the mysterious figure of Arthur Cravan, nephew of Oscar Wilde, poet, boxer, adventurer and one of the most fascinating characters of the ...","French, English, Spanish, Catalan",Spain,139,7.1
tt0366679,The King Without a Crown,movie,1937,09-Oct-37,10,"Short, History, Mystery",Jacques Tourneur,Herman Boxer,"Carey Wilson, Scotty Beckett, John Burton","Explores the possibility that Louis XVII, son of King Louis XVI and Marie Antoinette, escaped death during the French Revolution and were raised by Indians in America.",English,United States,151,5.9
tt0368853,Mais Tarde,movie,2001,30-Apr-01,120,"Drama, Romance",Fátima Ribeiro,Fátima Ribeiro,"Margarida Marinho, Rogério Samora, Paulo Matos","During the investigation of a case, Teresa Rubens, a judge with a long career, married and mother of children, finds in court, as a defense witness, a former lover of her student days, Sousa Afonso, who owns some lands in Alentejo.",Portuguese,Portugal,11,2.6
tt0369893,Sanib,movie,2003,11-Jun-03,100,Horror,Celso Ad. Castillo,"Celso Ad. Castillo, Rob Bryant","Aubrey Miles, Joel Torre, Gina Alajar","A young bride is possessed by the spirit of her long dead half-sister. Her malicious intent? To torment her older sister for living the life of wedded bliss she never had. A sinful priest in brought in to perform an exorcism, but ...","Filipino, Tagalog",Philippines,27,4.3
tt0370008,Terra,movie,2003,15-May-03,7,"Animation, Drama, Sci-Fi",Aristomenis Tsirbas,Aristomenis Tsirbas,"Cricket Leigh, Steve Weingartener","Terra is a beautiful Eden planet inhabited by a peaceful species know as the Terrians, one of whom is the rebellious teenager Mala, who dreams of something more.",English,United States,64,7.1
tt0371248,The Sparky Chronicles: The Map,movie,2003,20-Jun-03,27,"Adventure, Comedy, Family",Dan Rutledge,Dan Rutledge,"David A.R. White, Derek Baynham, Vanessa Ray, Sammy Renfro","Spy spoof. When a mysterious one-armed man kidnaps the family dog, three college-aged friends quickly form a crack search team to find their beloved K-9. Using the latest in high-tech ...",English,USA,27,5.6
tt0372862,Denyat na vladetelite,movie,1986,22-Sep-86,140,"Drama, History, War",Vladislav Ikonomov,"Vladislav Ikonomov, Nikola Tiholov","Vassil Mihajlov, Lyuben Chatalov, Georgi Georgiev-Getz","Legendary Bulgarian Khan Krum was a ruler in the beginning of the ninth century. In this period, Bulgaria ranked third in Europe in terms of territory and military power. It is Khan Krum who contributed to the union of Bulgarians ...",Bulgarian,Bulgaria,61,8.2
tt0380184,Andra sidan,movie,2003,30-Aug-03,11,"Drama, Short",Joel Burman,Joel Burman,"Kina Strandberg, Theodor Larzon, Cecilia Cederberg","Fredrik is participating in a realty-show called 'Andra Sidan' and his girlfriend is home, only able to check on Fredrik by watching the TV-show. While Fredrik discovers love inside the TV-house Emma finds out that she's pregnant.",Swedish,Sweden,24,5.9
tt0380623,The Perfect Man,movie,2005,17-Jun-05,100,"Comedy, Family, Romance",Mark Rosman,"Michael McQuown, Heather Robinson, Katie Torpey","Hilary Duff, Heather Locklear, Aria Wallace","A lonely mother begins receiving romantic e-mails from a secret admirer, unaware that this perfect man is really a creation of her daughter who is trying to cheer her up.",English,United States,"32,406",5.4
tt0383478,Love Comes to the Executioner,movie,2006,15-Aug-06,89,"Comedy, Drama, Romance",Kyle Bergersen,Kyle Bergersen,"Jonathan Tucker, Jeremy Renner, Ginnifer Goodwin",A young man is hired as the executioner at a prison where his brother sits on death row. Things get more surreal when he falls in love with his brother's ex-girlfriend -- who's imprisoned herself.,"English, Latin",United States,935,5.3
tt0383975,Chameli,movie,2003,09-Jan-04,108,Drama,Sudhir Mishra,"Anant Balani, Shivkumar Subramaniam, Sudhir Mishra","Kareena Kapoor, Rahul Bose, Rinke Khanna","On a rainy night, when an investment banker's car breaks down in the red light district, he takes shelter where he meets and later befriends a prostitute.",Hindi,India,"2,556",6.8
tt0387851,Back When We Were Grownups,movie,2004,21-Nov-04,98,Drama,Ron Underwood,"Anne Tyler, Susanna Styron, Bridget Terry","Blythe Danner, Faye Dunaway, Peter Fonda","""Once upon a time, there was a woman who discovered that she had turned into the wrong person."" Based on Anne Tyler's novel, the movie centers on Rebecca Davitch, a 53-year-old single mother and grandmother, and the cast of her co...",English,United States,364,6.1
tt0390418,The Raspberry Reich,movie,2004,01-Apr-04,90,"Comedy, Drama, Romance",Bruce La Bruce,Bruce La Bruce,"Susanne Sachße, Daniel Bätscher, Andreas Stich","A left-wing terrorist group, consisting of several homosexual men and a female leader, kidnaps the son of a wealthy industrialist.","English, German","Germany, Canada","1,795",5.1
tt0390507,Spooning with Sin,movie,2003,12-Oct-03,15,"Drama, Short, Thriller",Karla Eduvia,"Karla Eduvia, Chelsea Krebbers","Adam DeGrazia, Mona Eadington, Mike Endes, Sarah Winningham",A drug-addicted poet finds that his life mirrors his poetry in this chilling tale of a young man who's self-destructive path leads to murder.,English,USA,8,6.4
tt0391163,Fudgie & Jane,movie,2003,15-Jan-03,26,"Comedy, Short","David Baeumler, Drew Martin","David Baeumler, Drew Martin, Davey Robertson","Jonathan Frappier, Olivia Griego, William Day, David Humeniuk","A shy, driven college student becomes the object of affection for a strange and very direct ice cream mascot.",English,USA,10,8.4
tt0391502,Tretí sarkan,movie,1985,11-Oct-85,73,Sci-Fi,Peter Hledík,"Peter Hledík, Igor Rusnák, Jozef Zarnay","Patrik Síma, Ján Krízik, Boris Trstan","Schoolboys discover that if sitting in a certain rocky cliff area in the forest, they can memorize anything they read there for exams the following day. Turns out the rocky cliff has a cave in which they make an incredible discove...",Slovak,Czechoslovakia,46,6.7
tt0391931,Diary of a Madman,movie,1996,21-May-96,90,Comedy,Marius Kurkinsky,"Nikolay Gogol, Marius Kurkinsky","Marius Kurkinsky, Albena Stavreva, Ivo Tonchev","Change is an enchanted place where the past is impossibility and the future does not yet exist. It is a place where love, beauty and the forces of life are a reality. Change is a place which the main hero finds incredibly exciting...",Bulgarian,Bulgaria,27,8
